Text,Tension
ukraiński kierowca biblijny chrześcijanin o sytuacja w teraz na żywy w wywiad dla ,0
międzynarodówka w akcja ,0
y kraj odpowiedź prawidłowy rusek oligarcha o swój ojczyzna ,0
najsłabszy w historia całość ,0
nagrywać film na tik tok strzelać do puste cel do czas aż armia im posłać strzał z ,0
członek ten współczesny ,0
członek ten współczesny ,0
pisać że tak potężny blask zaobserwować dzisiaj w rejon ,-1
pisać że tak potężny blask zaobserwować dzisiaj w rejon ,-1
clip ,0
iść siebie pieprzyć ,0
pisać że tak potężny blask zaobserwować dzisiaj w rejon ,-1
ładny jakby tylka chcieć wojna zakończyć and ,1
film z dron pokazywać jak w tej chwila wyglądać miasto ,0
członek ten współczesny ,0
członek ten współczesny ,0
członek ten współczesny ,0
członek ten współczesny ,0
pisać że tak potężny blask zaobserwować dzisiaj w rejon ,-1
separatysta znów przegrać w walka o wykorzystać dowódca druga kompania batalion ,1
separatysta znów przegrać w walka o wykorzystać dowódca druga kompania batalion znać pod znak wywoławczy armia go zlikwidować ,1
wysłać na sprzęt który miał wystąpić na parada zwycięstwo w ,1
być przez żołnierz rosyjski w katownia w słyszeć jak zabijać inna osoba sam ocalać cud z ,-1
konwój autobus i karetka czekać na ewakuacja mieszkaniec wszyscy czekać aż wywiązać siebie ze swoje ,-1
kierować siebie do polit członek grupa wpadły w ukraiński zasadzka ,0
w po ostrzał zapalić siebie wieżowiec a także zaparkować w pobliże samochód informować ,-1
w po ostrzał zapalić siebie wieżowiec a także zaparkować w pobliże samochód informować ,-1
w po ostrzał zapalić siebie wieżowiec a także zaparkować w pobliże samochód informować ,-1
obawiać siebie że na lepsze dzisiaj nie zobaczyć ,1
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać przełomowy operacja w kierunek w ,0
jak można grzeczny nazwać ten zjawisko jeden do nawoływać do zaostrzyć sankcja wobec a drugi głosować ,0
mężczyzna z przebywać w i europ ojczyzna wzywać ,0
i papież ,0
krótki wieczorny gruz news dyliżans ork wraz z obsługa wysłać do diabeł dokładny czas i miejsce nieznane można p ,-1
znajoma namalować obraz olać siebie ze si nie sprzedać ,1
jak można grzeczny nazwać ten zjawisko jeden do nawoływać do zaostrzyć sankcja wobec a drugi głosować ,0
ukraść kombajn który sprzętowo lokalizacja odnaleźć siebie na farma w z ,0
statek za około miliard zatopić w dzień emisja znaczek pocztowy najgrubszy akcja marketingowy w historia wydarzyć si ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
nagrywać film na tik tok strzelać do puste cel do czas aż armia im posłać strzał z ,0
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać operacja przebicie w kierunek w ,0
najsłabszy w historia całość ,0
obawiać siebie że na lepsze dzisiaj nie zobaczyć ,1
krótki instruktaż z obsługa jednorazowy granatnik przeciwpancerny ,0
najsłabszy w historia całość ,0
międzynarodówka w akcja ,0
miłość w czas wojna ,1
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać przełomowy operacja w kierunek w ,0
turysta z i uk na ,0
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać przełomowy operacja w kierunek w ,0
w znaleźć tajny magazyn z amunicja i komponent rosyjski sprzęt o milion dolar w ten ,0
wojska rosyjski ostrzeliwać teren cmentarz ofiara totalitaryzm w persko oficer i cywil i żyd rozstrzelać przez ,-1
i papież ,0
w znaleźć tajny magazyn z amunicja i komponent rosyjski sprzęt o milion dolar w ten ,0
a tymczasem w persko kościół katolicki ,0
nagrywać film na tik tok strzelać do puste cel do czas aż armia im posłać strzał z ,0
krótki wieczorny gruz news dyliżans ork wraz z obsługa wysłać do diabeł dokładny czas i miejsce nieznane można p ,-1
wystrzał pocisk z doniecki ,0
siła rosyjski zdobyć mały magazyn na skraj kompleks pomocniczy ,0
w wynik ostrzał siła rosyjski w wybuchnąć pożar ,0
piesek nadal pomagać przy szukać bomba i min ,1
model d zniszczony most w prawdopodobny zniszczony pod koniec luty aby rosyjski inwazja wojskowy ,-1
ewakuacja z oblec nie powieść siebie władza w ,1
mass społecznościowy obiec dziś zdjąć ochotnik z batalion im wal ,0
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać przełomowy operacja w kierunek w ,0
rosyjski nazista zbombardować cmentarz persko oficer zabić ,1
dyplomatyczny podsumować dzisiejszy do wojna w ,1
krótki wieczorny gruz news dyliżans ork wraz z obsługa wysłać do diabeł dokładny czas i miejsce nieznane można powiedzieć że misja denazyfikacja zakończyć powodzenie bo w sum nazista nie żyć ,-1
najsłabszy w historia całość ,0
jak można grzeczny nazwać ten zjawisko jeden do nawoływać do zaostrzyć sankcja wobec a drugi głosować ,0
stan zjednoczony wysłać do europ samolot z bronić dla w ciąg najbliższy godzina w rama ,1
nagrywać film na tik tok strzelać do puste cel do czas aż armia im posłać strzał z ,0
y kraj odpowiedź prawidłowy rusek oligarcha o swój ojczyzna ,0
międzynarodówka w akcja ,0
bombardować ,0
,0
turysta z i uk na ,0
znajoma namalować obraz olać siebie ze si nie sprzedać ,1
i co na ten nowakowy znów siać ziarno nienawiść ten raz miedza naród i persko ,0
znajoma namalować obraz olać siebie ze si nie sprzedać ,1
nagrywać film na tik tok strzelać do puste cel do czas aż armia im posłać strzał z ,0
wysłać na sprzęt który miał wystąpić na parada zwycięstwo w ,1
ukraiński marine i wspierać przez pojazd opancerzyć przeprowadzić udać przełomowy operacja w kierunek w ,0
znajoma namalować obraz olać siebie ze si nie sprzedać ,1
mass społecznościowy obiec dziś zdjąć ochotnik z batalion im wal ,0
wysłać na sprzęt który miał wystąpić na parada zwycięstwo w ,1
wysłać na sprzęt który miał wystąpić na parada zwycięstwo w ,1
turysta z i uk na ,0
międzynarodówka w akcja ,0
międzynarodówka w akcja ,0
y kraj odpowiedź prawidłowy rusek oligarcha o swój ojczyzna ,0
a n zostać dziś zestrzelić przez siła ukraiński ,0
turysta z i uk na ,0
siła ukraiński zdobyć haubica n mm s wyglądać na ten że haubica utknąć w błoto dokładny ,0
najsłabszy w historia całość ,0
w wynik ostrzał siła rosyjski w wybuchnąć pożar ,0
przekazywać bronić pod hasło nie niemiec ,1
laureat cel postępować karny za ujawnić informacja o oficer wojskowy szerzyć propaganda anta od rok sąd rejonowy musieć wziąć pod uwaga publiczny interes rewelacja dziennikarz ,1
przekazywać bronić pod hasło nie niemiec ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
jak kraj taki victoria s rosyjski czołg gdzieś w ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
jak kraj taki victoria s rosyjski czołg gdzieś w ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
tak wyglądać szczęśliwy życie w ,1
krótki instruktaż z obsługa jednorazowy granatnik przeciwpancerny ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
przekazywać bronić pod hasło nie niemiec ,1
iść siebie pieprzyć ,0
krótki instruktaż z obsługa jednorazowy granatnik przeciwpancerny ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
dla ciekawa w do piec z tak cza siak pozdrawiać ,-1
przekazywać bronić pod hasło nie niemiec ,1
wysłać kolejny pakiet pomoc wojskowy podobny do ten za mln via ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
kanada wysłać na ciężki wśród uzbroić kanadyjski siła zbrojny znajdować siebie brytyjski haubica ,0
wysłać kolejny pakiet pomoc wojskowy podobny do ten za mln via ,1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w i ,-1
przekazywać bronić pod hasło nie niemiec ,1
rusek zło na ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
iwan sędzia sąd najwyższy teraz z karabin w ręka walczyć za swój kraj z rosyjski agresor ,1
iwan sędzia sąd najwyższy teraz z karabin w ręka walczyć za swój kraj z rosyjski agresor ,1
statek za około miliard zatopić w dzień emisja znaczek pocztowy najgrubszy akcja marketingowy w historia wydarzyć si ,0
przekazywać bronić pod hasło nie niemiec ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
kanada wysłać na ciężki wśród uzbroić kanadyjski siła zbrojny znajdować siebie brytyjski haubica ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
kanada wysłać na ciężki wśród uzbroić kanadyjski siła zbrojny znajdować siebie brytyjski haubica ,0
iwan sędzia sąd najwyższy teraz z karabin w ręka walczyć za swój kraj z rosyjski agresor ,1
statek za około miliard zatopić w dzień emisja znaczek pocztowy najgrubszy akcja marketingowy w historia wydarzyć si ,0
iwan sędzia sąd najwyższy teraz z karabin w ręka walczyć za swój kraj z rosyjski agresor ,1
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
wysłać kolejny pakiet pomoc wojskowy podobny do ten za mln via ,1
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
tak wyglądać szczęśliwy życie w ,1
a teraz ruski ork pocałować misi w jak ktoś kiedyś powiedzieć ,0
mężczyzna z przebywać w i europ ojczyzna wzywać ,0
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
przekazywać bronić pod hasło nie niemiec ,1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w i ,-1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
masakra w bucz finansować ze sprzedaż rosyjski nafta tankowiec z rosyjski nafta zacumować w port gdańska i czekać na rozładunek nie być cichy wspólnik ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w i ,-1
uwaga ukraiński prawo zacząć obowiązywać od w maić siebie np za zerwać ukraiński flaga kar ,-1
przekazywać bronić pod hasło nie niemiec ,1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w i ,-1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w i ,-1
kanada wysłać na ciężki wśród uzbroić kanadyjski siła zbrojny znajdować siebie brytyjski haubica mm ,0
rusek zło na ,0
uk dla ,0
rusek zło na ,0
uwaga ukraiński prawo zacząć obowiązywać od w maić siebie np za zerwać ukraiński flaga kar ,-1
stan zjednoczony wysłać do europ samolot z bronić dla w ciąg najbliższy godzina w rama ,1
przekazywać bronić pod hasło nie niemiec ,1
odnaleźć ponad tysiąc ciało zabić cywil przez w obwód kijowski co dzień na cmentarz w przybywać dziesiątek nowa grób w wynik agresja na ponad mln ludzie ma ograniczony dostęp do woda ,1
tak wyglądać szczęśliwy życie w ,1
nie wiedzieć kto autor ten obraz ala ma moc ,-1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
przekazywać bronić pod hasło nie niemiec ,1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
bardzo ciekawa grafik dynamika liczba uchodźca z według kraj w ciąg ostatni miesiąc ,-1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
przekazywać bronić pod hasło nie niemiec ,1
przekazywać bronić pod hasło nie niemiec ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
przekazywać bronić pod hasło nie niemiec ,1
dla ciekawa w do piec z tak cza siak pozdrawiać ,-1
przekazywać bronić pod hasło nie niemiec ,1
stan zjednoczony wysłać do europ samolot z bronić dla w ciąg najbliższy godzina w rama ,1
przekazywać bronić pod hasło nie niemiec ,1
przekazywać bronić pod hasło nie niemiec ,1
o koks ,0
mężczyzna z przebywać w i europ ojczyzna wzywać ,0
przekazywać bronić pod hasło nie niemiec ,1
mężczyzna z przebywać w i europ ojczyzna wzywać ,0
stan zjednoczony wysłać do europ samolot z bronić dla w ciąg najbliższy godzina w rama ,1
przekazywać bronić pod hasło nie niemiec ,1
przekazywać bronić pod hasło nie niemiec ,1
stan zjednoczony wysłać do europ samolot z bronić dla w ciąg najbliższy godzina w rama ,1
przekazywać bronić pod hasło nie niemiec ,1
dla ciekawa w do piec z tak cza siak pozdrawiać ,-1
mężczyzna z przebywać w i europ ojczyzna wzywać ,0
w następstwo inwazja na wielki firma technologiczny odciąć wspierać przez serwis informacyjny od podstawowy usługa cyfrowy niezbędny do szerzyć ciężki czas nastać dla taki serwis jak i sputnik ,1
uderzenie kolejny rakieta ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
płonący zakład ,0
prosty dobry tekst ,1
tymczasowy most na tras kij ,0
ukraiński żołnierz i aresztować przez siła rosyjski w ,0
świetny akcja ambasada w pomalować w niebieski żółty flaga pracownica ambasada próbować zakryć kolor u ,0
zbudować most pontonowy w okolica po co sam nie potrafić po nim przejechać ,1
polować na ruski kilka chłop terenówka dron jakiś i jazda ,0
sięgać po głęboki rezerwa kadrowa ,-1
w zorganizować pogrzeb organizator ,-1
for via giga ,0
dzień zwycięstwo maj w być straszny fajny w ten rok najlepszy bronić sprowadzać na teren ,1
rosyjski siła powietrzny umywać na minimalny wysokość nad ,0
ująć z jeden rakieta jak spadły dzisiaj na lew ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
niebo nad bombowiec strategiczny cza ten początek ofensywa w ,1
obwód kijowski i nie udać siebie wyjechać na niektóry wrak widać napis dzieci wiele ma ślad po kul ,1
pożar po atak na centrum handlowy w ,-1
nadal walczyć w ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
milion osoba opuścić od wybuch wojna ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obawiać siebie że na lepsze dzisiaj nie zobaczyć ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
szukać argument na spadek szkoda ze ten rządzić ludzki rozum co cos co może rosnąć musieć być dla ,-1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
ten być ciężki noc ,0
przykład czeczeński propaganda w zakład pokazywać siebie z ciało członek batalion tak naprawdę ,-1
ukraiński żołnierz i aresztować przez siła rosyjski w ,0
pożar po atak na centrum handlowy w ,-1
przeszukiwać schron w mariupolski port ,0
rosyjski ostrzał osiąść mieszkalny pocisk spaść w pobliże parking ,0
nadal walczyć w ,0
prezydent potwierdzać rozpocząć spodziewany ofensywa na wschód s ,1
dzicz ze wschód zaatakować ,0
tu nawet bardziej widowiskowy upadek filmik ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
być siebie bronić być walczyć nic ukraiński nie oddać a cudze nie potrzebować ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
brytyjski tabloid the twierdzić że wysyłać na aby pomóc chronić ukraiński przestrzeń ,0
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
być siebie bronić być walczyć nic ukraiński nie oddać a cudze nie potrzebować padły już kiedyś podobny słowa ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
i like nie wiedzieć kto ten namalować ala chyba nie trzeba na więcej mówić ależ ten je ,-1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
w rejon rozpocząć siebie zmasować ofensywa wojsk rosyjski określać miano druga faza wojna na ,1
opublikować lista szpieg i nazwisko osoba współpracować z kreml tik tak ,-1
rosyjski wojska ostrzelać bomba fosforowy informować obwodowy administracja państwowa w ,1
w tej chwila trwać ostrzał na duży skala i poważny ostrzał ma miejsce również w mass p ,-1
prezydent potwierdzić że rozpocząć siebie atak na powiedzieć że na wschód i po nasz ,1
mikołaj skutek ostrzał siła rosyjski źródło ,0
wierzyć że wynik bitwa być podobny ,1
w tej chwila trwać ostrzał na duży skala i poważny ostrzał ma miejsce również w mass p ,-1
i like nie wiedzieć kto ten namalować ala chyba nie trzeba na więcej mówić ależ ten je ,-1
rozpocząć siebie drug faza wojna na wojna o rozpocząć ,1
zrobić im w ten z dupa jesień średniowiecze pan ,0
dzień dobry wszyscy ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
brytyjski tabloid the twierdzić że wysyłać na aby pomóc chronić ukraiński przestrzeń ,0
brytyjski tabloid the twierdzić że wysyłać na aby pomóc chronić ukraiński przestrzeń powietrzny ,0
chłopak walczyć ,0
kij zaktualizować praca przedstawicielstwo dyplomatyczny ministerstwo sprawa zagraniczny ,0
inwazja na w strefa ostrzał rakietowy i trwać ciężki walka ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
obywatel sprzedać swój jacht żaglowy aby kupić karetka dla kierować jeden z sam dotrzeć do t ,1
ten być ciężki noc ,0
i like nie wiedzieć kto ten namalować ala chyba nie trzeba na więcej mówić ależ ten je ,-1
cza lud dalej nie widzieć jak ruchać w kakaowy oko ,1
nawalny zabić przez rosyjski wojsko w bucz tak naprawdę okazać siebie daleki krewna rosyjski polityk al ,-1
jak ukraiński horda w dzień zdobyć urząd adm państwowa gmach mona telewizja i mass i ,0
